SÃO JOSÉ DO RIO PRETO;SAO JOSE DO RIO PRETO;SÃO JOSÉ DO RIO PRETO;Uchoa;1;1;1;2;0;1;2;3;0;2;1;1;1;16
SÃO JOSÉ DO RIO PRETO;SAO JOSE DO RIO PRETO;JOSÉ BONIFÁCIO;União Paulista;0;0;0;0;0;0;0;0;1;0;0;0;0;1
SÃO JOSÉ DO RIO PRETO;JALES;JALES;Urânia;0;0;0;2;1;0;1;3;1;1;1;0;2;12
BAURU;BAURU;LINS;Uru;0;0;0;0;0;0;1;1;0;1;0;0;0;3
SÃO JOSÉ DO RIO PRETO;SAO JOSE DO RIO PRETO;CATANDUVA;Urupês;0;1;0;1;0;2;1;3;10;4;20;17;8;67
SÃO JOSÉ DO RIO PRETO;SAO JOSE DO RIO PRETO;VOTUPORANGA;Valentim Gentil;0;1;0;0;3;0;1;1;2;2;4;5;11;30
CAMPINAS;CAMPINAS;REG METRO CAMPINAS;Valinhos;19;39;47;66;97;156;178;243;249;271;289;379;303;2336
ARAÇATUBA;ARACATUBA;CENTRAL DO DRS II;Valparaíso;0;0;0;0;0;1;4;0;3;0;2;3;0;13
CAMPINAS;CAMPINAS;BRAGANÇA;Vargem;0;0;0;2;0;10;25;44;16;5;4;8;9;123
SÃO JOÃO DA BOA VISTA;SAO JOAO DA BOA VISTA;MANTIQUEIRA;Vargem Grande do Sul;9;28;73;98;180;164;240;222;292;123;32;1;0;1462
GRANDE SÃO PAULO;OSASCO;MANANCIAIS;Vargem Grande Paulista;0;0;0;9;12;11;22;12;21;8;12;11;13;131
CAMPINAS;CAMPINAS;JUNDIAÍ;Várzea Paulista;8;12;21;35;30;54;70;92;137;139;180;202;58;1038
MARÍLIA;MARILIA;MARÍLIA;Vera Cruz;0;1;3;1;1;1;5;8;6;6;13;10;5;60
CAMPINAS;CAMPINAS;REG METRO CAMPINAS;Vinhedo;0;6;7;2;5;14;26;25;77;84;141;216;224;827
BARRETOS;BARRETOS;SUL-BARRETOS;Viradouro;1;2;2;2;3;4;8;5;11;11;13;20;13;95
BARRETOS;BARRETOS;SUL-BARRETOS;Vista Alegre do Alto;1;0;2;2;0;1;10;18;14;26;39;23;26;162
SÃO JOSÉ DO RIO PRETO;JALES;JALES;Vitória Brasil;0;0;0;0;1;0;1;0;0;0;0;0;0;2
SOROCABA;SOROCABA;SOROCABA;Votorantim;29;45;71;113;62;129;175;218;303;286;343;245;184;2203
SÃO JOSÉ DO RIO PRETO;SAO JOSE DO RIO PRETO;VOTUPORANGA;Votuporanga;81;90;143;169;208;230;210;203;179;147;165;193;52;2070
SÃO JOSÉ DO RIO PRETO;SAO JOSE DO RIO PRETO;JOSÉ BONIFÁCIO;Zacarias;0;1;0;0;0;1;0;0;0;0;0;0;0;2
MARÍLIA;ASSIS;OURINHOS;Chavantes;2;0;4;4;1;2;6;4;7;7;6;18;9;70
SÃO JOÃO DA BOA VISTA;SAO JOAO DA BOA VISTA;BAIXA MOGIANA;Estiva Gerbi;0;0;0;0;0;0;1;1;4;3;4;4;3;20
